1	પર્યાય	પર્-યાય & પર્-યા-ય	2
1	અલ્ટિમેટમ	અલ્ટિમેટ-મ & અલ્-ટિ-મેટ-મ	2
1	અનુદક	અ-નુદક & અ-નુ-દ-ક	2
1	અંગુષ્ઠમુદ્રા	અંગુષ્ઠમુદ્રા & અં-ગુષ્ઠ-મુદ્-રા	2
1	નિરૂઢ	નિ-રૂઢ & નિ-રૂ-ઢ	2
1	જાયરોસ્કોપ	જા-ય-રોસ્-કોપ & જાય-રોસ્-કો-પ	2
1	વલિ	વ-લિ & વ-લિ	2
1	કાલચૂરી	કાલચૂરી & કાલ-ચૂ-રી	2
1	પુનરુત્થાન	પુ-ન-રુ-ત્થાન & પુ-ન-રુત્-થા-ન	2
1	ઘચાઘચ	ઘચાઘચ & ઘ-ચા-ઘ-ચ	2
1	અધોતર	અધોતર & અ-ધો-ત-ર	2
1	ધબકારો	ધ-બ-કા-રો & ધબ-કા-રો	2
1	છૈયાંછોકરાં	છૈયાંછોકરાં & છૈ-યાં-છોક-રાં	2
1	કલકલિયો	કલકલિયો & ક-લ-ક-લિ-યો	2
1	નિબદ્ધ	નિબદ્ધ & નિ-બદ્-ધ	2
1	ક્ષીરજ	ક્-ષીરજ & ક્-ષી-ર-જ	2
1	સાત્યકિ	સાત્યકિ & સાત્ય-કિ	2
1	પતાવડાવવું	પ-તા-વ-ડાવ-વું & પ-તાવ-ડાવ-વું	2
1	જીર્ણોદ્ધાર	જીર્ણોદ્ધાર & જીર્-ણોદ્-ધા-ર	2
1	પલવડી	પ-લવ-ડી & પ-લ-વ-ડી	2
1	આક્ષેપગર્ભ	આક્ષેપગર્-ભ & આક્-ષે-પ-ગર્-ભ	2
1	જાતબુદ્ધિ	જાતબુદ્ધિ & જાત-બુદ્-ધિ	2
1	બ્રહ્મવાદ	બ્-ર-હ્મ-વાદ & બ્ર-હ્મ-વા-દ	2
1	મેચકું	મે-ચ-કું & મેચ-કું	2
1	ખરવટ	ખર-વટ & ખર-વ-ટ	2
1	ચપસાવવું	ચ-પસાવ-વું & ચપ-સાવ-વું	2
1	ગંગાજળિયું	ગં-ગાજળિ-યું & ગં-ગા-જ-ળિ-યું	2
1	કોરેકોરું	કો-રેકો-રું & કો-રે-કો-રું	2
1	નાનકડું	નાનક-ડું & ના-નક-ડું	2
1	કુરબાન	કુ-ર-બાન & કુર-બા-ન	2
1	મથન	મ-થન & મ-થન	2
1	કેશલુંચન	કેશલુંચન & કેશ-લું-ચન	2
1	ઢગલેઢગલા	ઢગલેઢગલા & ઢ-ગ-લે-ઢગ-લા	2
1	સિગાર	સિગાર & સિ-ગાર	2
1	તરતોફાન	તરતો-ફાન & તર-તો-ફા-ન	2
1	દસૂંદ	દસૂંદ & દ-સૂં-દ	2
1	ચેકાચેક	ચેકાચેક & ચે-કા-ચે-ક	2
1	વયસ્ય	વ-યસ્-ય & વ-યસ્ય	2
1	પાંજરાં	પાંજરાં & પાંજ-રાં	2
1	ચષક	ચષક & ચષ-ક	2
1	ભભકાબંધ	ભ-ભકાબંધ & ભ-ભ-કા-બં-ધ	2
1	કવરક	કવરક & ક-વ-રક	2
1	જેરણું	જે-ર-ણું & જેર-ણું	2
1	જિવાઈદાર	જિવાઈદાર & જિ-વા-ઈ-દા-ર	2
1	પુરશ્ચરણ	પુરશ્-ચરણ & પુ-રશ્-ચ-ર-ણ	2
1	ફગર	ફગર & ફ-ગર	2
1	બંધાણી	બં-ધા-ણી & બં-ધા-ણી	2
1	સ્પોર	સ્પોર & સ્-પોર	2
1	મંદન	મંદન & મં-દન	2
1	કવગું	ક-વ-ગું & કવ-ગું	2
1	બંધનકારી	બંધન-કા-રી & બં-ધન-કા-રી	2
1	આવિદ્ધ	આવિદ્ધ & આ-વિદ્ધ	2
1	લજ્જા	લજ્જા & લજ્-જા	2
1	મલારી	મ-લારી & મ-લા-રી	2
1	ગાંજીવપાણિ	ગાં-જીવપા-ણિ & ગાં-જીવ-પા-ણિ	2
1	અનાડીવેડા	અ-ના-ડીવેડા & અ-ના-ડી-વે-ડા	2
1	દંડશાસ્ત્ર	દં-ડશાસ્-ત્-ર & દં-ડ-શાસ્-ત્ર	2
1	અતનુતાપ	અતનુતાપ & અત-નુ-તા-પ	2
1	અનુલેખનપોથી	અ-નુલે-ખનપો-થી & અ-નુ-લે-ખન-પો-થી	2
1	અતિરિક્ત	અ-તિરિક્ત & અ-તિ-રિક્ત	2
1	જુલૂસ	જુલૂસ & જુ-લૂ-સ	2
1	મોટમ	મો-ટ-મ & મો-ટ-મ	2
1	શક્કી	શક્કી & શક્-કી	2
1	વ્યુત્ક્રાંતિકારક	વ્યુત્ક્રાં-તિ-કારક & વ્-યુત્-ક્રાં-તિ-કાર-ક	2
1	અવિનાભાવિત્વ	અ-વિ-ના-ભા-વિત્-વ & અ-વિ-ના-ભા-વિત્-વ	2
1	વરકન્યા	વરકન્યા & વર-કન્-યા	2
1	સહાયશીલ	સ-હાયશીલ & સ-હાય-શી-લ	2
1	ઠૂમરી	ઠૂ-મ-રી & ઠૂ-મ-રી	2
1	અન્યરાષ્ટ્રિય	અન્-ય-રાષ્-ટ્-રિ-ય & અન્ય-રાષ્-ટ્-રિ-ય	2
1	કલંદર	ક-લંદર & ક-લં-દર	2
1	મૂંઝાવવું	મૂં-ઝાવ-વું & મૂં-ઝાવ-વું	2
1	બંદિ	બંદિ & બં-દિ	2
1	કૅન્ટીન	કૅન્ટીન & કૅન્-ટી-ન	2
1	સંતત	સંતત & સં-ત-ત	2
1	દુહિતા	દુહિતા & દુ-હિ-તા	2
1	ગુદરવું	ગુ-દર-વું & ગુ-દર-વું	2
1	વિજ્ઞાનશુદ્ધ	વિજ્-ઞા-નશુદ્-ધ & વિજ્-ઞા-ન-શુદ્ધ	2
1	જ્વરાંશ	જ્વરાંશ & જ્વ-રાં-શ	2
1	ગાફેલાઈ	ગાફે-લાઈ & ગા-ફે-લા-ઈ	2
1	બદરંજ	બદરં-જ & બ-દ-રં-જ	2
1	ડાકણું	ડા-ક-ણું & ડાક-ણું	2
1	અવ્યવહિત	અવ્યવહિત & અવ્ય-વ-હિ-ત	2
1	રાજમંદિર	રાજમં-દિર & રા-જ-મં-દિ-ર	2
1	ખાંભી	ખાંભી & ખાં-ભી	2
1	રાસભ	રાસ-ભ & રા-સ-ભ	2
1	ક્વાર્ટરલી	ક્વાર્ટર-લી & ક્-વાર્-ટર-લી	2
1	શૂન્યત્વ	શૂન્-યત્-વ & શૂન્-યત્-વ	2
1	આકએકલી	આક-એક-લી & આ-ક-એ-ક-લી	2
1	બેદરકારી	બે-દર-કા-રી & બે-દર-કા-રી	2
1	અતિશેષ	અ-તિશેષ & અ-તિ-શે-ષ	2
1	વ્યાખ્યાનપીઠ	વ્યાખ્-યાન-પીઠ & વ્-યાખ્-યાન-પી-ઠ	2
1	કંકાસિયણ	કં-કાસિ-યણ & કં-કા-સિ-યણ	2
1	ઠબ	ઠબ & ઠ-બ	2
1	કીર્ત્તિકર	કીર્ત્-તિકર & કીર્ત્-તિ-કર	2
1	છુપછુપામણ	છુપછુપામણ & છુપ-છુ-પા-મણ	2
1	અવનતાંગ	અવનતાંગ & અ-વન-તાં-ગ	2
1	ફુદરડી	ફુ-દર-ડી & ફુ-દર-ડી	2
1	અલ્પાનંદી	અલ્પાનંદી & અલ્-પા-નં-દી	2
1	ટ્રિગોનૉમેટ્રી	ટ્રિગોનૉમેટ્રી & ટ્-રિ-ગો-નૉ-મેટ્-રી	2
1	કર્કટ	કર્-કટ & કર્-ક-ટ	2
1	નીઘળાવું	ની-ઘળા-વું & ની-ઘ-ળા-વું	2
1	હરોલ	હ-રોલ & હ-રો-લ	2
1	મુચુકુંદ	મુચુકુંદ & મુ-ચુ-કું-દ	2
1	ઍટિટ્યૂડ	ઍટિટ્યૂડ & ઍટિટ્-યૂ-ડ	2
1	ફરૂકડો	ફ-રૂક-ડો & ફ-રૂક-ડો	2
1	સભીડાઈ	સભીડાઈ & સ-ભી-ડા-ઈ	2
1	ઉલ્હાદવવું	ઉલ્હાદવ-વું & ઉલ્-હા-દવ-વું	2
1	સ્વાંતી	સ્વાંતી & સ્-વાં-તી	2
1	ષકાર	ષ-કાર & ષ-કા-ર	2
1	ફાંસવું	ફાંસ-વું & ફાંસ-વું	2
1	પરિયટ	પ-રિ-યટ & પ-રિ-યટ	2
1	ઊડણશેહ	ઊડ-ણશે-હ & ઊ-ડ-ણ-શે-હ	2
1	રણવાસો	રણ-વા-સો & રણ-વા-સો	2
1	અધ્યયનવ્રત	અધ્-ય-યનવ્રત & અ-ધ્ય-ય-નવ્ર-ત	2
1	સોરંસોરા	સોરંસોરા & સો-રં-સો-રા	2
1	ભવિષ્યવાદી	ભ-વિષ્-યવા-દી & ભ-વિષ્ય-વા-દી	2
1	પરુષ	પ-રુષ & પ-રુ-ષ	2
1	પાવડો	પાવ-ડો & પાવ-ડો	2
1	સવત્સી	સવત્સી & સ-વત્-સી	2
1	મંજુ	મંજુ & મં-જુ	2
1	ભેંકાર	ભેંકાર & ભેં-કાર	2
1	ડાઇન	ડાઇન & ડા-ઇ-ન	2
1	સત્યનિષ્ઠા	સત્-ય-નિષ્-ઠા & સત્ય-નિષ્-ઠા	2
1	પદાતી	પ-દાતી & પ-દા-તી	2
1	અફસરેઆલા	અફ-સ-રેઆલા & અ-ફ-સ-રે-આ-લા	2
1	અશ્વગંધા	અશ્-વગં-ધા & અશ્વ-ગં-ધા	2
1	અધઃકાય	અધઃકાય & અ-ધઃ-કાય	2
1	ગિગલાવવું	ગિગ-લાવ-વું & ગિગ-લાવ-વું	2
1	જોખમાપ	જો-ખ-માપ & જો-ખ-મા-પ	2
